Player_ID,Name,TEAM_ID,Total_Rating,Total_Available_Rating
203999.0,Nikola Jokic,1610612743,100.0,100.0
1628983.0,Shai Gilgeous-Alexander,1610612760,94.79136973365215,94.79136973365215
1630178.0,Tyrese Maxey,1610612755,88.87347007388196,88.87347007388196
1628374.0,Lauri Markkanen,1610612762,77.33950780280419,77.33950780280419
201935.0,James Harden,1610612746,80.93306097085119,76.67342618291164
1628969.0,Mikal Bridges,1610612752,75.98349975883458,75.98349975883458
1630567.0,Scottie Barnes,1610612761,74.53043773347076,74.53043773347076
1629029.0,Luka Doncic,1610612747,95.72998134403771,74.45665215647378
1626157.0,Karl-Anthony Towns,1610612752,73.49487000047354,73.49487000047354
203944.0,Julius Randle,1610612750,72.02326493504498,72.02326493504498
1628378.0,Donovan Mitchell,1610612739,79.37975799063943,71.4417821915755
1630530.0,Trey Murphy III,1610612740,70.14391424618678,70.14391424618678
1630578.0,Alperen Sengun,1610612745,69.72223776109743,69.72223776109743
1628401.0,Derrick White,1610612738,69.55442971683557,69.55442971683557
1630532.0,Franz Wagner,1610612753,69.16004324847059,69.16004324847059
202710.0,Jimmy Butler,1610612744,76.3704562633611,68.733410637025
1630552.0,Jalen Johnson,1610612737,76.31409551327158,68.68268596194443
1630166.0,Deni Avdija,1610612757,68.455125031244,68.455125031244
1630559.0,Austin Reaves,1610612747,81.99971895400132,68.33309912833444
1627750.0,Jamal Murray,1610612743,72.2355537305538,68.2224674121897
1641718.0,Keyonte George,1610612762,67.84494475249015,67.84494475249015
1628970.0,Miles Bridges,1610612766,67.4567336318018,67.4567336318018
1642276.0,Kel'el Ware,1610612748,66.33642187572669,66.33642187572669
1626164.0,Devin Booker,1610612756,65.01672303372165,65.01672303372165
1626167.0,Myles Turner,1610612749,64.87746727507486,64.87746727507486
1630581.0,Josh Giddey,1610612741,72.5475686561841,64.48672769438586
1630596.0,Evan Mobley,1610612739,67.73300120052905,64.34635114050259
1627759.0,Jaylen Brown,1610612738,64.24632209009664,64.24632209009664
1627783.0,Pascal Siakam,1610612754,67.60407202979167,64.0459629755921
1631157.0,Ryan Rollins,1610612749,63.84609583344665,63.84609583344665
1630595.0,Cade Cunningham,1610612765,75.78036360204528,63.815043033301286
1630193.0,Immanuel Quickley,1610612761,63.66226691838921,63.66226691838921
1642263.0,Reed Sheppard,1610612745,62.83508991577121,62.83508991577121
1642270.0,Donovan Clingan,1610612757,62.77381588570336,62.77381588570336
1627742.0,Brandon Ingram,1610612761,62.72128717918149,62.72128717918149
1628973.0,Jalen Brunson,1610612752,70.28964982474945,62.47968873311061
1631105.0,Jalen Duren,1610612765,69.5959370359844,62.270048926933406
